onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
160.8085937500	n/a	stimulus	n/a	41167.0000000000	128	1	eeg+txt	MW_question	142.1000	160.8085937500	n/a	n/a	18.708594	stimulus_value_128_is_MW_prompt_in_EEG	1
163.5390625000	n/a	response	n/a	41866.0000000000	4	1	eeg+txt	key_status_1	144.8000	163.5085937500	2	1	18.708594	aligned_by_order	1
167.9179687500	n/a	response	n/a	42987.0000000000	2	1	eeg+txt	key_status_2	149.2000	167.9085937500	1	2	18.708594	aligned_by_order	1
170.1085937500	n/a	response	n/a	n/a	1	1	eeg+txt	key_status_3	151.4000	170.1085937500	0	3	18.708594	txt_key0_present_in_eeg_rare	1
325.1406250000	n/a	stimulus	n/a	83236.0000000000	128	2	eeg+txt	MW_question	306.4000	325.1406250000	n/a	n/a	18.740625	stimulus_value_128_is_MW_prompt_in_EEG	1
327.9218750000	n/a	response	n/a	83948.0000000000	4	2	eeg+txt	key_status_1	309.1000	327.8406250000	2	1	18.740625	aligned_by_order	1
330.3164062500	n/a	response	n/a	84561.0000000000	2	2	eeg+txt	key_status_2	311.5000	330.2406250000	1	2	18.740625	aligned_by_order	1
332.5703125000	n/a	response	n/a	85138.0000000000	2	2	eeg+txt	key_status_3	313.8000	332.5406250000	1	3	18.740625	aligned_by_order	1
358.5703125000	n/a	stimulus	n/a	91794.0000000000	128	3	eeg+txt	MW_question	339.8000	358.5703125000	n/a	n/a	18.770312	stimulus_value_128_is_MW_prompt_in_EEG	1
361.2109375000	n/a	response	n/a	92470.0000000000	4	3	eeg+txt	key_status_1	342.4000	361.1703125000	2	1	18.770312	aligned_by_order	1
363.6703125000	n/a	response	n/a	n/a	1	3	eeg+txt	key_status_2	344.9000	363.6703125000	0	2	18.770312	txt_key0_present_in_eeg_rare	1
365.7703125000	n/a	response	n/a	n/a	1	3	eeg+txt	key_status_3	347.0000	365.7703125000	0	3	18.770312	txt_key0_present_in_eeg_rare	1
537.1132812500	n/a	stimulus	n/a	137501.0000000000	128	4	eeg+txt	MW_question	518.3000	537.1132812500	n/a	n/a	18.813281	stimulus_value_128_is_MW_prompt_in_EEG	1
539.7773437500	n/a	response	n/a	138183.0000000000	2	4	eeg+txt	key_status_1	521.0000	539.8132812500	1	1	18.813281	aligned_by_order	1
542.0000000000	n/a	response	n/a	138752.0000000000	4	4	eeg+txt	key_status_2	523.2000	542.0132812500	2	2	18.813281	aligned_by_order	1
544.5351562500	n/a	response	n/a	139401.0000000000	2	4	eeg+txt	key_status_3	525.7000	544.5132812500	1	3	18.813281	aligned_by_order	1
596.5390625000	n/a	stimulus	n/a	152714.0000000000	128	5	eeg+txt	MW_question	577.8000	596.5390625000	n/a	n/a	18.739063	stimulus_value_128_is_MW_prompt_in_EEG	1
599.1679687500	n/a	response	n/a	153387.0000000000	2	5	eeg+txt	key_status_1	580.4000	599.1390625000	1	1	18.739063	aligned_by_order	1
603.5898437500	n/a	response	n/a	154519.0000000000	2	5	eeg+txt	key_status_2	584.8000	603.5390625000	1	2	18.739063	aligned_by_order	1
605.7578125000	n/a	response	n/a	155074.0000000000	4	5	eeg+txt	key_status_3	587.0000	605.7390625000	2	3	18.739063	aligned_by_order	1
704.7656250000	n/a	stimulus	n/a	180420.0000000000	128	6	eeg+txt	MW_question	686.0000	704.7656250000	n/a	n/a	18.765625	stimulus_value_128_is_MW_prompt_in_EEG	1
707.4179687500	n/a	response	n/a	181099.0000000000	2	6	eeg+txt	key_status_1	688.6000	707.3656250000	1	1	18.765625	aligned_by_order	1
709.6328125000	n/a	response	n/a	181666.0000000000	8	6	eeg+txt	key_status_2	690.9000	709.6656250000	3	2	18.765625	aligned_by_order	1
711.8984375000	n/a	response	n/a	182246.0000000000	2	6	eeg+txt	key_status_3	693.1000	711.8656250000	1	3	18.765625	aligned_by_order	1
825.9062500000	n/a	stimulus	n/a	211432.0000000000	128	7	eeg+txt	MW_question	807.1000	825.9062500000	n/a	n/a	18.806250	stimulus_value_128_is_MW_prompt_in_EEG	1
829.0937500000	n/a	response	n/a	212248.0000000000	4	7	eeg+txt	key_status_1	810.3000	829.1062500000	2	1	18.806250	aligned_by_order	1
831.2187500000	n/a	response	n/a	212792.0000000000	2	7	eeg+txt	key_status_2	812.4000	831.2062500000	1	2	18.806250	aligned_by_order	1
833.3906250000	n/a	response	n/a	213348.0000000000	2	7	eeg+txt	key_status_3	814.6000	833.4062500000	1	3	18.806250	aligned_by_order	1
973.4023437500	n/a	stimulus	n/a	249191.0000000000	128	8	eeg+txt	MW_question	954.6000	973.4023437500	n/a	n/a	18.802344	stimulus_value_128_is_MW_prompt_in_EEG	1
976.0195312500	n/a	response	n/a	249861.0000000000	4	8	eeg+txt	key_status_1	957.2000	976.0023437500	2	1	18.802344	aligned_by_order	1
978.1406250000	n/a	response	n/a	250404.0000000000	2	8	eeg+txt	key_status_2	959.3000	978.1023437500	1	2	18.802344	aligned_by_order	1
982.0507812500	n/a	response	n/a	251405.0000000000	2	8	eeg+txt	key_status_3	963.2000	982.0023437500	1	3	18.802344	aligned_by_order	1
1022.0546875000	n/a	stimulus	n/a	261646.0000000000	128	9	eeg+txt	MW_question	1003.2000	1022.0546875000	n/a	n/a	18.854687	stimulus_value_128_is_MW_prompt_in_EEG	1
1027.2226562500	n/a	response	n/a	262969.0000000000	1	9	eeg+txt	key_status_1	1006.1000	1024.9546875000	0	1	18.854687	txt_key0_present_in_eeg_rare	1
1029.5234375000	n/a	response	n/a	263558.0000000000	8	9	eeg+txt	key_status_2	1008.4000	1027.2546875000	3	2	18.854687	aligned_by_order	1
1029.5546875000	n/a	response	n/a	n/a	2	9	eeg+txt	key_status_3	1010.7000	1029.5546875000	1	3	18.854687	aligned_by_order	1
1125.5273437500	n/a	stimulus	n/a	288135.0000000000	128	10	eeg+txt	MW_question	1106.7000	1125.5273437500	n/a	n/a	18.827344	stimulus_value_128_is_MW_prompt_in_EEG	1
1128.1640625000	n/a	response	n/a	288810.0000000000	2	10	eeg+txt	key_status_1	1109.4000	1128.2273437500	1	1	18.827344	aligned_by_order	1
