onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
184.8554687500	n/a	stimulus	n/a	47323.0000000000	128	1	eeg+txt	MW_question	79.1000	184.8554687500	n/a	n/a	105.755469	stimulus_value_128_is_MW_prompt_in_EEG	1
189.9554687500	n/a	response	n/a	n/a	1	1	eeg+txt	key_status_1	82.0000	187.7554687500	0	1	105.755469	txt_key0_present_in_eeg_rare	1
189.9960937500	n/a	response	n/a	48639.0000000000	4	1	eeg+txt	key_status_2	84.2000	189.9554687500	2	2	105.755469	aligned_by_order	1
192.3554687500	n/a	response	n/a	n/a	1	1	eeg+txt	key_status_3	86.6000	192.3554687500	0	3	105.755469	txt_key0_present_in_eeg_rare	1
270.4023437500	n/a	stimulus	n/a	69223.0000000000	128	2	eeg+txt	MW_question	164.6000	270.4023437500	n/a	n/a	105.802344	stimulus_value_128_is_MW_prompt_in_EEG	1
273.5023437500	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_1	167.7000	273.5023437500	0	1	105.802344	txt_key0_present_in_eeg_rare	1
281.0023437500	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_2	175.2000	281.0023437500	0	2	105.802344	txt_key0_present_in_eeg_rare	1
283.5023437500	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_3	177.7000	283.5023437500	0	3	105.802344	txt_key0_present_in_eeg_rare	1
402.4804687500	n/a	stimulus	n/a	103035.0000000000	128	3	eeg+txt	MW_question	296.7000	402.4804687500	n/a	n/a	105.780469	stimulus_value_128_is_MW_prompt_in_EEG	1
405.5507812500	n/a	response	n/a	103821.0000000000	2	3	eeg+txt	key_status_1	299.7000	405.4804687500	1	1	105.780469	aligned_by_order	1
409.7734375000	n/a	response	n/a	104902.0000000000	2	3	eeg+txt	key_status_2	303.9000	409.6804687500	1	2	105.780469	aligned_by_order	1
412.3242187500	n/a	response	n/a	105555.0000000000	2	3	eeg+txt	key_status_3	306.5000	412.2804687500	1	3	105.780469	aligned_by_order	1
