onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
90.0273437500	n/a	stimulus	n/a	23047.0000000000	128	1	eeg+txt	MW_question	78.1000	90.0273437500	n/a	n/a	11.927344	stimulus_value_128_is_MW_prompt_in_EEG	1
93.9843750000	n/a	response	n/a	24060.0000000000	4	1	eeg+txt	key_status_1	82.0000	93.9273437500	2	1	11.927344	aligned_by_order	1
96.8593750000	n/a	response	n/a	24796.0000000000	8	1	eeg+txt	key_status_2	84.8000	96.7273437500	3	2	11.927344	aligned_by_order	1
100.6718750000	n/a	response	n/a	25772.0000000000	4	1	eeg+txt	key_status_3	88.7000	100.6273437500	2	3	11.927344	aligned_by_order	1
189.6796875000	n/a	stimulus	n/a	48558.0000000000	128	2	eeg+txt	MW_question	177.7000	189.6796875000	n/a	n/a	11.979688	stimulus_value_128_is_MW_prompt_in_EEG	1
194.8007812500	n/a	response	n/a	49869.0000000000	8	2	eeg+txt	key_status_1	182.8000	194.7796875000	3	1	11.979688	aligned_by_order	1
198.5664062500	n/a	response	n/a	50833.0000000000	4	2	eeg+txt	key_status_2	186.6000	198.5796875000	2	2	11.979688	aligned_by_order	1
201.8867187500	n/a	response	n/a	51683.0000000000	4	2	eeg+txt	key_status_3	189.9000	201.8796875000	2	3	11.979688	aligned_by_order	1
271.8906250000	n/a	stimulus	n/a	69604.0000000000	128	3	eeg+txt	MW_question	259.9000	271.8906250000	n/a	n/a	11.990625	stimulus_value_128_is_MW_prompt_in_EEG	1
275.4843750000	n/a	response	n/a	70524.0000000000	4	3	eeg+txt	key_status_1	263.5000	275.4906250000	2	1	11.990625	aligned_by_order	1
277.8007812500	n/a	response	n/a	71117.0000000000	8	3	eeg+txt	key_status_2	265.8000	277.7906250000	3	2	11.990625	aligned_by_order	1
281.9960937500	n/a	response	n/a	72191.0000000000	4	3	eeg+txt	key_status_3	270.0000	281.9906250000	2	3	11.990625	aligned_by_order	1
333.0000000000	n/a	stimulus	n/a	85248.0000000000	128	4	eeg+txt	MW_question	321.0000	333.0000000000	n/a	n/a	12.000000	stimulus_value_128_is_MW_prompt_in_EEG	1
336.1484375000	n/a	response	n/a	86054.0000000000	4	4	eeg+txt	key_status_1	324.1000	336.1000000000	2	1	12.000000	aligned_by_order	1
339.0117187500	n/a	response	n/a	86787.0000000000	4	4	eeg+txt	key_status_2	327.0000	339.0000000000	2	2	12.000000	aligned_by_order	1
342.6757812500	n/a	response	n/a	87725.0000000000	4	4	eeg+txt	key_status_3	330.7000	342.7000000000	2	3	12.000000	aligned_by_order	1
498.6875000000	n/a	stimulus	n/a	127664.0000000000	128	5	eeg+txt	MW_question	486.7000	498.6875000000	n/a	n/a	11.987500	stimulus_value_128_is_MW_prompt_in_EEG	1
502.1328125000	n/a	response	n/a	128546.0000000000	4	5	eeg+txt	key_status_1	490.1000	502.0875000000	2	1	11.987500	aligned_by_order	1
