onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
134.3242187500	n/a	stimulus	n/a	34387.0000000000	128	1	eeg+txt	MW_question	121.1000	134.3242187500	n/a	n/a	13.224219	stimulus_value_128_is_MW_prompt_in_EEG	1
138.5507812500	n/a	response	n/a	35469.0000000000	4	1	eeg+txt	key_status_1	125.3000	138.5242187500	2	1	13.224219	aligned_by_order	1
141.1171875000	n/a	response	n/a	36126.0000000000	2	1	eeg+txt	key_status_2	127.9000	141.1242187500	1	2	13.224219	aligned_by_order	1
143.2242187500	n/a	response	n/a	n/a	1	1	eeg+txt	key_status_3	130.0000	143.2242187500	0	3	13.224219	txt_key0_present_in_eeg_rare	1
251.3046875000	n/a	stimulus	n/a	64334.0000000000	128	2	eeg+txt	MW_question	238.0000	251.3046875000	n/a	n/a	13.304688	stimulus_value_128_is_MW_prompt_in_EEG	1
254.8398437500	n/a	response	n/a	65239.0000000000	4	2	eeg+txt	key_status_1	241.5000	254.8046875000	2	1	13.304688	aligned_by_order	1
258.2226562500	n/a	response	n/a	66105.0000000000	2	2	eeg+txt	key_status_2	245.0000	258.3046875000	1	2	13.304688	aligned_by_order	1
260.6046875000	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_3	247.3000	260.6046875000	0	3	13.304688	txt_key0_present_in_eeg_rare	1
335.5664062500	n/a	stimulus	n/a	85905.0000000000	128	3	eeg+txt	MW_question	322.3000	335.5664062500	n/a	n/a	13.266406	stimulus_value_128_is_MW_prompt_in_EEG	1
338.4648437500	n/a	response	n/a	86647.0000000000	4	3	eeg+txt	key_status_1	325.2000	338.4664062500	2	1	13.266406	aligned_by_order	1
341.2304687500	n/a	response	n/a	87355.0000000000	2	3	eeg+txt	key_status_2	327.9000	341.1664062500	1	2	13.266406	aligned_by_order	1
343.7664062500	n/a	response	n/a	n/a	1	3	eeg+txt	key_status_3	330.5000	343.7664062500	0	3	13.266406	txt_key0_present_in_eeg_rare	1
505.7500000000	n/a	stimulus	n/a	129472.0000000000	128	4	eeg+txt	MW_question	492.5000	505.7500000000	n/a	n/a	13.250000	stimulus_value_128_is_MW_prompt_in_EEG	1
509.9921875000	n/a	response	n/a	130558.0000000000	2	4	eeg+txt	key_status_1	496.7000	509.9500000000	1	1	13.250000	aligned_by_order	1
512.9101562500	n/a	response	n/a	131305.0000000000	4	4	eeg+txt	key_status_2	499.6000	512.8500000000	2	2	13.250000	aligned_by_order	1
515.1500000000	n/a	response	n/a	n/a	1	4	eeg+txt	key_status_3	501.9000	515.1500000000	0	3	13.250000	txt_key0_present_in_eeg_rare	1
587.2070312500	n/a	stimulus	n/a	150325.0000000000	128	5	eeg+txt	MW_question	573.9000	587.2070312500	n/a	n/a	13.307031	stimulus_value_128_is_MW_prompt_in_EEG	1
591.1054687500	n/a	response	n/a	151323.0000000000	2	5	eeg+txt	key_status_1	577.8000	591.1070312500	1	1	13.307031	aligned_by_order	1
593.6601562500	n/a	response	n/a	151977.0000000000	4	5	eeg+txt	key_status_2	580.4000	593.7070312500	2	2	13.307031	aligned_by_order	1
596.1070312500	n/a	response	n/a	n/a	1	5	eeg+txt	key_status_3	582.8000	596.1070312500	0	3	13.307031	txt_key0_present_in_eeg_rare	1
664.0976562500	n/a	stimulus	n/a	170009.0000000000	128	6	eeg+txt	MW_question	650.8000	664.0976562500	n/a	n/a	13.297656	stimulus_value_128_is_MW_prompt_in_EEG	1
666.7343750000	n/a	response	n/a	170684.0000000000	4	6	eeg+txt	key_status_1	653.4000	666.6976562500	2	1	13.297656	aligned_by_order	1
669.1953125000	n/a	response	n/a	171314.0000000000	4	6	eeg+txt	key_status_2	655.9000	669.1976562500	2	2	13.297656	aligned_by_order	1
671.7976562500	n/a	response	n/a	n/a	1	6	eeg+txt	key_status_3	658.5000	671.7976562500	0	3	13.297656	txt_key0_present_in_eeg_rare	1
811.8203125000	n/a	stimulus	n/a	207826.0000000000	128	7	eeg+txt	MW_question	798.5000	811.8203125000	n/a	n/a	13.320312	stimulus_value_128_is_MW_prompt_in_EEG	1
815.1210937500	n/a	response	n/a	208671.0000000000	8	7	eeg+txt	key_status_1	801.8000	815.1203125000	3	1	13.320312	aligned_by_order	1
