onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
103.7890625000	n/a	stimulus	n/a	26570.0000000000	128	1	eeg+txt	MW_question	88.1000	103.7890625000	n/a	n/a	15.689063	stimulus_value_128_is_MW_prompt_in_EEG	1
111.0195312500	n/a	response	n/a	28421.0000000000	1	1	eeg+txt	key_status_1	92.4000	108.0890625000	0	1	15.689063	txt_key0_present_in_eeg_rare	1
113.1890625000	n/a	response	n/a	n/a	4	1	eeg+txt	key_status_2	95.2000	110.8890625000	2	2	15.689063	aligned_by_order	1
113.2773437500	n/a	response	n/a	28999.0000000000	2	1	eeg+txt	key_status_3	97.5000	113.1890625000	1	3	15.689063	aligned_by_order	1
145.2812500000	n/a	stimulus	n/a	37192.0000000000	128	2	eeg+txt	MW_question	129.6000	145.2812500000	n/a	n/a	15.681250	stimulus_value_128_is_MW_prompt_in_EEG	1
147.9062500000	n/a	response	n/a	37864.0000000000	2	2	eeg+txt	key_status_1	132.2000	147.8812500000	1	1	15.681250	aligned_by_order	1
150.1406250000	n/a	response	n/a	38436.0000000000	2	2	eeg+txt	key_status_2	134.4000	150.0812500000	1	2	15.681250	aligned_by_order	1
152.3945312500	n/a	response	n/a	39013.0000000000	2	2	eeg+txt	key_status_3	136.7000	152.3812500000	1	3	15.681250	aligned_by_order	1
228.3984375000	n/a	stimulus	n/a	58470.0000000000	128	3	eeg+txt	MW_question	212.7000	228.3984375000	n/a	n/a	15.698438	stimulus_value_128_is_MW_prompt_in_EEG	1
232.0195312500	n/a	response	n/a	59397.0000000000	2	3	eeg+txt	key_status_1	216.2000	231.8984375000	1	1	15.698438	aligned_by_order	1
236.5984375000	n/a	response	n/a	n/a	1	3	eeg+txt	key_status_2	218.4000	234.0984375000	0	2	15.698438	txt_key0_present_in_eeg_rare	1
236.6054687500	n/a	response	n/a	60571.0000000000	2	3	eeg+txt	key_status_3	220.9000	236.5984375000	1	3	15.698438	aligned_by_order	1
394.6132812500	n/a	stimulus	n/a	101021.0000000000	128	4	eeg+txt	MW_question	378.9000	394.6132812500	n/a	n/a	15.713281	stimulus_value_128_is_MW_prompt_in_EEG	1
