onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
138.9414062500	n/a	stimulus	n/a	35569.0000000000	128	1	eeg+txt	MW_question	126.1000	138.9414062500	n/a	n/a	12.841406	stimulus_value_128_is_MW_prompt_in_EEG	1
142.6015625000	n/a	response	n/a	36506.0000000000	2	1	eeg+txt	key_status_1	129.7000	142.5414062500	1	1	12.841406	aligned_by_order	1
146.6601562500	n/a	response	n/a	37545.0000000000	4	1	eeg+txt	key_status_2	133.8000	146.6414062500	2	2	12.841406	aligned_by_order	1
149.4414062500	n/a	response	n/a	n/a	1	1	eeg+txt	key_status_3	136.6000	149.4414062500	0	3	12.841406	txt_key0_present_in_eeg_rare	1
270.5234375000	n/a	stimulus	n/a	69254.0000000000	128	2	eeg+txt	MW_question	257.6000	270.5234375000	n/a	n/a	12.923437	stimulus_value_128_is_MW_prompt_in_EEG	1
274.2070312500	n/a	response	n/a	70197.0000000000	4	2	eeg+txt	key_status_1	261.3000	274.2234375000	2	1	12.923437	aligned_by_order	1
277.5039062500	n/a	response	n/a	71041.0000000000	2	2	eeg+txt	key_status_2	264.6000	277.5234375000	1	2	12.923437	aligned_by_order	1
279.8234375000	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_3	266.9000	279.8234375000	0	3	12.923437	txt_key0_present_in_eeg_rare	1
309.8164062500	n/a	stimulus	n/a	79313.0000000000	128	3	eeg+txt	MW_question	296.9000	309.8164062500	n/a	n/a	12.916406	stimulus_value_128_is_MW_prompt_in_EEG	1
312.8125000000	n/a	response	n/a	80080.0000000000	2	3	eeg+txt	key_status_1	299.9000	312.8164062500	1	1	12.916406	aligned_by_order	1
315.3671875000	n/a	response	n/a	80734.0000000000	4	3	eeg+txt	key_status_2	302.5000	315.4164062500	2	2	12.916406	aligned_by_order	1
317.6164062500	n/a	response	n/a	n/a	1	3	eeg+txt	key_status_3	304.7000	317.6164062500	0	3	12.916406	txt_key0_present_in_eeg_rare	1
475.5703125000	n/a	stimulus	n/a	121746.0000000000	128	4	eeg+txt	MW_question	462.7000	475.5703125000	n/a	n/a	12.870313	stimulus_value_128_is_MW_prompt_in_EEG	1
478.2148437500	n/a	response	n/a	122423.0000000000	4	4	eeg+txt	key_status_1	465.3000	478.1703125000	2	1	12.870313	aligned_by_order	1
480.7031250000	n/a	response	n/a	123060.0000000000	2	4	eeg+txt	key_status_2	467.8000	480.6703125000	1	2	12.870313	aligned_by_order	1
488.3703125000	n/a	response	n/a	n/a	1	4	eeg+txt	key_status_3	475.5000	488.3703125000	0	3	12.870313	txt_key0_present_in_eeg_rare	1
618.3906250000	n/a	stimulus	n/a	158308.0000000000	128	5	eeg+txt	MW_question	605.5000	618.3906250000	n/a	n/a	12.890625	stimulus_value_128_is_MW_prompt_in_EEG	1
621.0468750000	n/a	response	n/a	158988.0000000000	4	5	eeg+txt	key_status_1	608.1000	620.9906250000	2	1	12.890625	aligned_by_order	1
623.1601562500	n/a	response	n/a	159529.0000000000	2	5	eeg+txt	key_status_2	610.2000	623.0906250000	1	2	12.890625	aligned_by_order	1
632.7906250000	n/a	response	n/a	n/a	1	5	eeg+txt	key_status_3	619.9000	632.7906250000	0	3	12.890625	txt_key0_present_in_eeg_rare	1
714.7929687500	n/a	stimulus	n/a	182987.0000000000	128	6	eeg+txt	MW_question	701.9000	714.7929687500	n/a	n/a	12.892969	stimulus_value_128_is_MW_prompt_in_EEG	1
718.0234375000	n/a	response	n/a	183814.0000000000	4	6	eeg+txt	key_status_1	705.1000	717.9929687500	2	1	12.892969	aligned_by_order	1
720.1796875000	n/a	response	n/a	184366.0000000000	2	6	eeg+txt	key_status_2	707.3000	720.1929687500	1	2	12.892969	aligned_by_order	1
722.3929687500	n/a	response	n/a	n/a	1	6	eeg+txt	key_status_3	709.5000	722.3929687500	0	3	12.892969	txt_key0_present_in_eeg_rare	1
778.3828125000	n/a	stimulus	n/a	199266.0000000000	128	7	eeg+txt	MW_question	765.5000	778.3828125000	n/a	n/a	12.882812	stimulus_value_128_is_MW_prompt_in_EEG	1
781.5859375000	n/a	response	n/a	200086.0000000000	4	7	eeg+txt	key_status_1	768.6000	781.4828125000	2	1	12.882812	aligned_by_order	1
783.8359375000	n/a	response	n/a	200662.0000000000	2	7	eeg+txt	key_status_2	770.9000	783.7828125000	1	2	12.882812	aligned_by_order	1
788.2828125000	n/a	response	n/a	n/a	1	7	eeg+txt	key_status_3	775.4000	788.2828125000	0	3	12.882812	txt_key0_present_in_eeg_rare	1
821.3632812500	n/a	stimulus	n/a	210269.0000000000	128	8	eeg+txt	MW_question	808.5000	821.3632812500	n/a	n/a	12.863281	stimulus_value_128_is_MW_prompt_in_EEG	1
824.3632812500	n/a	response	n/a	211037.0000000000	2	8	eeg+txt	key_status_1	811.5000	824.3632812500	1	1	12.863281	aligned_by_order	1
