onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
30.9023437500	n/a	stimulus	n/a	7911.0000000000	128	1	eeg+txt	MW_question	1767.6000	30.9023437500	n/a	n/a	-1736.697656	stimulus_value_128_is_MW_prompt_in_EEG	1
33.8671875000	n/a	response	n/a	8670.0000000000	2	1	eeg+txt	key_status_1	1770.6000	33.9023437500	1	1	-1736.697656	aligned_by_order	1
38.6601562500	n/a	response	n/a	9897.0000000000	4	1	eeg+txt	key_status_2	1775.4000	38.7023437500	2	2	-1736.697656	aligned_by_order	1
41.0023437500	n/a	response	n/a	n/a	1	1	eeg+txt	key_status_3	1777.7000	41.0023437500	0	3	-1736.697656	txt_key0_present_in_eeg_rare	1
95.9492187500	n/a	stimulus	n/a	24563.0000000000	128	2	eeg+txt	MW_question	1832.7000	95.9492187500	n/a	n/a	-1736.750781	stimulus_value_128_is_MW_prompt_in_EEG	1
100.7492187500	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_1	1835.3000	98.5492187500	0	1	-1736.750781	txt_key0_present_in_eeg_rare	1
100.7656250000	n/a	response	n/a	25796.0000000000	8	2	eeg+txt	key_status_2	1837.5000	100.7492187500	3	2	-1736.750781	aligned_by_order	1
102.9492187500	n/a	response	n/a	n/a	1	2	eeg+txt	key_status_3	1839.7000	102.9492187500	0	3	-1736.750781	txt_key0_present_in_eeg_rare	1
163.9687500000	n/a	stimulus	n/a	41976.0000000000	128	3	eeg+txt	MW_question	1900.7000	163.9687500000	n/a	n/a	-1736.731250	stimulus_value_128_is_MW_prompt_in_EEG	1
166.6523437500	n/a	response	n/a	42663.0000000000	2	3	eeg+txt	key_status_1	1903.3000	166.5687500000	1	1	-1736.731250	aligned_by_order	1
168.8046875000	n/a	response	n/a	43214.0000000000	4	3	eeg+txt	key_status_2	1905.5000	168.7687500000	2	2	-1736.731250	aligned_by_order	1
171.0687500000	n/a	response	n/a	n/a	1	3	eeg+txt	key_status_3	1907.8000	171.0687500000	0	3	-1736.731250	txt_key0_present_in_eeg_rare	1
304.0546875000	n/a	stimulus	n/a	77838.0000000000	128	4	eeg+txt	MW_question	2040.8000	304.0546875000	n/a	n/a	-1736.745312	stimulus_value_128_is_MW_prompt_in_EEG	1
307.3632812500	n/a	response	n/a	78685.0000000000	2	4	eeg+txt	key_status_1	2044.0000	307.2546875000	1	1	-1736.745312	aligned_by_order	1
309.5859375000	n/a	response	n/a	79254.0000000000	2	4	eeg+txt	key_status_2	2046.3000	309.5546875000	1	2	-1736.745312	aligned_by_order	1
320.4546875000	n/a	response	n/a	n/a	1	4	eeg+txt	key_status_3	2057.2000	320.4546875000	0	3	-1736.745312	txt_key0_present_in_eeg_rare	1
338.5273437500	n/a	stimulus	n/a	86663.0000000000	128	5	eeg+txt	MW_question	2075.2000	338.5273437500	n/a	n/a	-1736.672656	stimulus_value_128_is_MW_prompt_in_EEG	1
341.5507812500	n/a	response	n/a	87437.0000000000	4	5	eeg+txt	key_status_1	2078.2000	341.5273437500	2	1	-1736.672656	aligned_by_order	1
343.6992187500	n/a	response	n/a	87987.0000000000	2	5	eeg+txt	key_status_2	2080.4000	343.7273437500	1	2	-1736.672656	aligned_by_order	1
345.8593750000	n/a	response	n/a	88540.0000000000	2	5	eeg+txt	key_status_3	2082.6000	345.9273437500	1	3	-1736.672656	aligned_by_order	1
507.8710937500	n/a	stimulus	n/a	130015.0000000000	128	6	eeg+txt	MW_question	2244.6000	507.8710937500	n/a	n/a	-1736.728906	stimulus_value_128_is_MW_prompt_in_EEG	1
510.4765625000	n/a	response	n/a	130682.0000000000	8	6	eeg+txt	key_status_1	2247.2000	510.4710937500	3	1	-1736.728906	aligned_by_order	1
512.8710937500	n/a	response	n/a	n/a	1	6	eeg+txt	key_status_2	2249.6000	512.8710937500	0	2	-1736.728906	txt_key0_present_in_eeg_rare	1
515.0710937500	n/a	response	n/a	n/a	1	6	eeg+txt	key_status_3	2251.8000	515.0710937500	0	3	-1736.728906	txt_key0_present_in_eeg_rare	1
620.0742187500	n/a	stimulus	n/a	158739.0000000000	128	7	eeg+txt	MW_question	2356.8000	620.0742187500	n/a	n/a	-1736.725781	stimulus_value_128_is_MW_prompt_in_EEG	1
622.8164062500	n/a	response	n/a	159441.0000000000	2	7	eeg+txt	key_status_1	2359.5000	622.7742187500	1	1	-1736.725781	aligned_by_order	1
624.9531250000	n/a	response	n/a	159988.0000000000	4	7	eeg+txt	key_status_2	2361.6000	624.8742187500	2	2	-1736.725781	aligned_by_order	1
627.0742187500	n/a	response	n/a	n/a	1	7	eeg+txt	key_status_3	2363.8000	627.0742187500	0	3	-1736.725781	txt_key0_present_in_eeg_rare	1
751.1640625000	n/a	stimulus	n/a	192298.0000000000	128	8	eeg+txt	MW_question	2487.8000	751.1640625000	n/a	n/a	-1736.635938	stimulus_value_128_is_MW_prompt_in_EEG	1
753.7851562500	n/a	response	n/a	192969.0000000000	4	8	eeg+txt	key_status_1	2490.5000	753.8640625000	2	1	-1736.635938	aligned_by_order	1
