onset	duration	trial_type	response_time	sample	value	trial_index	source	txt_label	txt_onset_log_s	txt_onset_eeg_clock_s	key_code_txt	status_txt	trial_clock_offset_s	merge_note	complete_trial
70.9257812500	n/a	stimulus	n/a	18157.0000000000	128	1	eeg+txt	MW_question	53.1000	70.9257812500	n/a	n/a	17.825781	stimulus_value_128_is_MW_prompt_in_EEG	1
76.8789062500	n/a	response	n/a	19681.0000000000	1	1	eeg+txt	key_status_1	56.1000	73.9257812500	0	1	17.825781	txt_key0_present_in_eeg_rare	1
79.6257812500	n/a	response	n/a	n/a	8	1	eeg+txt	key_status_2	59.0000	76.8257812500	3	2	17.825781	aligned_by_order	1
79.6601562500	n/a	response	n/a	20393.0000000000	4	1	eeg+txt	key_status_3	61.8000	79.6257812500	2	3	17.825781	aligned_by_order	1
218.6718750000	n/a	stimulus	n/a	55980.0000000000	128	2	eeg+txt	MW_question	200.8000	218.6718750000	n/a	n/a	17.871875	stimulus_value_128_is_MW_prompt_in_EEG	1
225.2187500000	n/a	response	n/a	57656.0000000000	1	2	eeg+txt	key_status_1	205.0000	222.8718750000	0	1	17.871875	txt_key0_present_in_eeg_rare	1
227.4718750000	n/a	response	n/a	n/a	4	2	eeg+txt	key_status_2	207.3000	225.1718750000	2	2	17.871875	aligned_by_order	1
227.5585937500	n/a	response	n/a	58255.0000000000	4	2	eeg+txt	key_status_3	209.6000	227.4718750000	2	3	17.871875	aligned_by_order	1
330.5664062500	n/a	stimulus	n/a	84625.0000000000	128	3	eeg+txt	MW_question	312.7000	330.5664062500	n/a	n/a	17.866406	stimulus_value_128_is_MW_prompt_in_EEG	1
336.7031250000	n/a	response	n/a	86196.0000000000	1	3	eeg+txt	key_status_1	316.6000	334.4664062500	0	1	17.866406	txt_key0_present_in_eeg_rare	1
339.1664062500	n/a	response	n/a	n/a	4	3	eeg+txt	key_status_2	318.8000	336.6664062500	2	2	17.866406	aligned_by_order	1
339.2070312500	n/a	response	n/a	86837.0000000000	4	3	eeg+txt	key_status_3	321.3000	339.1664062500	2	3	17.866406	aligned_by_order	1
477.2187500000	n/a	stimulus	n/a	122168.0000000000	128	4	eeg+txt	MW_question	459.3000	477.2187500000	n/a	n/a	17.918750	stimulus_value_128_is_MW_prompt_in_EEG	1
483.7031250000	n/a	response	n/a	123828.0000000000	1	4	eeg+txt	key_status_1	463.6000	481.5187500000	0	1	17.918750	txt_key0_present_in_eeg_rare	1
485.9726562500	n/a	response	n/a	124409.0000000000	4	4	eeg+txt	key_status_2	465.8000	483.7187500000	2	2	17.918750	aligned_by_order	1
486.0187500000	n/a	response	n/a	n/a	2	4	eeg+txt	key_status_3	468.1000	486.0187500000	1	3	17.918750	aligned_by_order	1
564.9804687500	n/a	stimulus	n/a	144635.0000000000	128	5	eeg+txt	MW_question	547.1000	564.9804687500	n/a	n/a	17.880469	stimulus_value_128_is_MW_prompt_in_EEG	1
571.3398437500	n/a	response	n/a	146263.0000000000	1	5	eeg+txt	key_status_1	551.1000	568.9804687500	0	1	17.880469	txt_key0_present_in_eeg_rare	1
574.8804687500	n/a	response	n/a	n/a	2	5	eeg+txt	key_status_2	553.4000	571.2804687500	1	2	17.880469	aligned_by_order	1
574.9023437500	n/a	response	n/a	147175.0000000000	2	5	eeg+txt	key_status_3	557.0000	574.8804687500	1	3	17.880469	aligned_by_order	1
652.9101562500	n/a	stimulus	n/a	167145.0000000000	128	6	eeg+txt	MW_question	635.0000	652.9101562500	n/a	n/a	17.910156	stimulus_value_128_is_MW_prompt_in_EEG	1
658.7187500000	n/a	response	n/a	168632.0000000000	1	6	eeg+txt	key_status_1	637.6000	655.5101562500	0	1	17.910156	txt_key0_present_in_eeg_rare	1
661.8710937500	n/a	response	n/a	169439.0000000000	4	6	eeg+txt	key_status_2	640.8000	658.7101562500	2	2	17.910156	aligned_by_order	1
661.9101562500	n/a	response	n/a	n/a	2	6	eeg+txt	key_status_3	644.0000	661.9101562500	1	3	17.910156	aligned_by_order	1
780.8789062500	n/a	stimulus	n/a	199905.0000000000	128	7	eeg+txt	MW_question	763.0000	780.8789062500	n/a	n/a	17.878906	stimulus_value_128_is_MW_prompt_in_EEG	1
785.9726562500	n/a	response	n/a	201209.0000000000	1	7	eeg+txt	key_status_1	765.7000	783.5789062500	0	1	17.878906	txt_key0_present_in_eeg_rare	1
789.1789062500	n/a	response	n/a	n/a	4	7	eeg+txt	key_status_2	768.0000	785.8789062500	2	2	17.878906	aligned_by_order	1
789.2578125000	n/a	response	n/a	202050.0000000000	2	7	eeg+txt	key_status_3	771.3000	789.1789062500	1	3	17.878906	aligned_by_order	1
814.2539062500	n/a	stimulus	n/a	208449.0000000000	128	8	eeg+txt	MW_question	796.3000	814.2539062500	n/a	n/a	17.953906	stimulus_value_128_is_MW_prompt_in_EEG	1
820.9843750000	n/a	response	n/a	210172.0000000000	1	8	eeg+txt	key_status_1	799.4000	817.3539062500	0	1	17.953906	txt_key0_present_in_eeg_rare	1
